16:13:16,303 4,55 34,35 19,79 8,02 10,70 7,83 4,64 0,00 0,00 0,00 0,08 0,07 0,08 49,93 13,96 51,72 71,80 33,96 70,13 10,59 1,28 2,48 0,39 0,63 51,38 6,92 43,92 19,44 4,31 0,02 0,05 0,69 0,80 0,01 36,73 36,45 159,30 51,30 6,68 21,45 6,30 13,51 2,95 7,63 34,27 13,81 16,87 3,74
16:13:18,620 3,07 19,88 12,89 4,90 6,58 5,30 3,11 0,00 0,00 0,00 0,04 0,04 0,04 4,28 8,31 1,35 25,33 19,23 13,18 4,49 0,79 0,65 0,18 0,40 17,17 4,40 4,32 9,88 2,80 0,00 0,01 0,53 0,62 0,00 33,27 24,48 99,84 49,27 5,28 14,89 4,62 10,06 0,87 2,44 8,32 4,94 6,90 1,09
16:13:20,937 2,87 18,02 11,93 4,48 6,03 4,95 2,90 0,00 0,00 0,00 0,03 0,04 0,04 2,70 7,54 0,68 20,84 17,28 9,63 3,80 0,72 0,50 0,16 0,36 13,93 4,03 2,78 8,69 2,58 0,00 0,00 0,50 0,60 0,00 30,06 16,29 61,92 47,28 4,16 11,83 3,80 8,37 0,29 0,87 2,29 1,94 3,06 0,36
16:13:23,262 2,83 17,68 11,75 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,51 7,43 0,61 20,22 17,00 9,18 3,67 0,71 0,48 0,15 0,35 13,14 3,94 2,45 8,38 2,52 0,00 0,00 0,49 0,59 0,00 31,97 20,85 82,72 48,48 4,81 13,10 4,14 9,08 3,77 9,61 45,62 17,00 20,21 4,79
16:13:25,567 2,82 17,61 11,71 4,39 5,91 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,39 7,35 0,57 19,78 16,79 8,86 3,59 0,70 0,46 0,15 0,35 13,29 3,95 2,52 8,44 2,53 0,00 0,00 0,49 0,59 0,00 61,36 287,19 1793,94 63,25 22,48 14,32 4,47 9,76 13,84 32,38 206,71 50,88 52,44 17,84
16:13:27,889 2,82 17,60 11,71 4,39 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,34 7,32 0,55 19,61 16,72 8,74 3,54 0,70 0,45 0,15 0,35 13,25 3,95 2,50 8,42 2,53 0,00 0,00 0,49 0,59 0,00 41,14 57,54 272,13 53,73 8,73 16,08 4,93 10,71 33,14 73,23 570,30 106,24 99,49 43,12
16:13:30,202 2,82 17,60 11,71 4,39 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,33 7,31 0,55 19,58 16,70 8,72 3,51 0,69 0,45 0,15 0,35 13,01 3,92 2,40 8,33 2,51 0,00 0,00 0,49 0,59 0,00 32,08 21,14 84,07 48,55 4,85 15,24 4,71 10,26 3,28 8,42 38,71 15,09 18,22 4,15
16:13:32,516 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,33 7,31 0,55 19,57 16,70 8,71 3,51 0,69 0,44 0,14 0,35 12,96 3,91 2,39 8,31 2,51 0,00 0,00 0,49 0,59 0,00 45,23 84,19 425,30 55,85 10,92 12,19 3,89 8,57 0,48 1,39 4,11 2,96 4,42 0,59
16:13:34,845 2,81 17,50 11,65 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,31 7,30 0,54 19,50 16,66 8,66 3,45 0,69 0,43 0,14 0,34 12,88 3,90 2,35 8,27 2,50 0,00 0,00 0,49 0,59 0,00 29,69 15,49 58,39 47,04 4,04 11,33 3,66 8,08 0,34 1,01 2,76 2,22 3,44 0,42
16:13:37,138 2,81 17,53 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,26 7,26 0,52 19,32 16,58 8,54 3,42 0,68 0,43 0,14 0,34 12,78 3,89 2,32 8,24 2,50 0,00 0,00 0,49 0,59 0,00 46,17 91,49 468,88 56,32 11,47 12,21 3,90 8,58 0,95 2,65 9,20 5,32 7,36 1,19
16:13:39,474 2,80 17,45 11,63 4,35 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,23 7,24 0,51 19,21 16,53 8,46 3,39 0,68 0,42 0,14 0,34 12,92 3,91 2,37 8,29 2,51 0,00 0,00 0,49 0,59 0,00 58,11 230,83 1388,42 61,86 19,77 13,80 4,33 9,47 0,42 1,23 3,56 2,67 4,04 0,52
