13:33:40,688 4,56 34,48 19,85 8,04 10,74 7,85 4,65 0,00 0,00 0,00 0,08 0,07 0,08 59,48 14,48 67,07 77,34 35,37 79,00 11,90 1,37 2,97 0,44 0,67 54,02 7,07 48,85 20,06 4,40 0,02 0,05 0,70 0,80 0,01 78,78 784,89 5834,77 70,03 40,61 17,44 5,28 11,44 1,16 3,19 11,58 6,29 8,51 1,45
13:33:43,036 3,09 20,01 12,95 4,93 6,62 5,33 3,13 0,00 0,00 0,00 0,04 0,04 0,04 5,05 8,61 1,72 27,17 19,98 14,75 5,03 0,85 0,78 0,20 0,42 17,94 4,48 4,75 10,15 2,85 0,00 0,01 0,53 0,63 0,00 40,02 51,46 238,70 53,13 8,18 12,70 4,03 8,86 0,35 1,05 2,90 2,30 3,55 0,44
13:33:45,327 2,87 18,11 11,97 4,50 6,05 4,96 2,91 0,00 0,00 0,00 0,03 0,04 0,04 3,18 7,81 0,87 22,34 17,95 10,77 4,22 0,77 0,59 0,17 0,38 14,53 4,10 3,04 8,92 2,62 0,00 0,01 0,50 0,60 0,00 54,66 180,36 1039,49 60,33 17,10 17,57 5,31 11,50 0,64 1,82 5,76 3,79 5,47 0,79
13:33:47,660 2,82 17,63 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,82 7,61 0,73 21,24 17,46 9,94 4,00 0,74 0,55 0,16 0,37 14,03 4,04 2,82 8,73 2,59 0,00 0,00 0,50 0,59 0,00 49,82 124,26 671,44 58,10 13,74 15,58 4,80 10,44 0,31 0,92 2,47 2,05 3,21 0,38
13:33:49,969 2,81 17,50 11,65 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,71 7,55 0,68 20,86 17,29 9,65 3,90 0,73 0,52 0,16 0,37 14,02 4,04 2,82 8,72 2,59 0,00 0,00 0,50 0,59 0,00 26,41 9,67 33,60 44,85 3,06 12,02 3,85 8,47 0,67 1,92 6,15 3,97 5,70 0,84
13:33:52,297 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,66 7,52 0,67 20,71 17,22 9,54 3,82 0,73 0,51 0,16 0,36 13,85 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 24,17 6,77 22,12 43,26 2,48 17,05 5,18 11,22 0,88 2,46 8,37 4,97 6,93 1,10
13:33:54,586 2,80 17,48 11,65 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,63 7,50 0,65 20,59 17,17 9,45 3,72 0,71 0,49 0,15 0,36 13,81 4,02 2,73 8,64 2,57 0,00 0,00 0,49 0,59 0,00 19,20 2,68 7,46 39,38 1,44 15,76 4,84 10,54 0,79 2,22 7,39 4,54 6,41 0,98
13:33:56,912 2,80 17,47 11,64 4,36 5,86 4,84 2,83 0,00 0,00 0,00 0,03 0,03 0,04 2,59 7,48 0,64 20,49 17,12 9,38 3,68 0,71 0,48 0,15 0,35 13,56 3,99 2,62 8,54 2,55 0,00 0,00 0,49 0,59 0,00 52,64 155,09 870,81 59,42 15,65 16,16 4,95 10,75 0,31 0,94 2,54 2,09 3,26 0,39
13:33:59,243 2,80 17,46 11,64 4,36 5,86 4,84 2,83 0,00 0,00 0,00 0,03 0,03 0,04 2,54 7,45 0,62 20,31 17,04 9,24 3,61 0,70 0,47 0,15 0,35 13,59 3,99 2,64 8,55 2,56 0,00 0,00 0,49 0,59 0,00 45,22 84,13 424,94 55,84 10,92 17,19 5,22 11,30 0,74 2,09 6,85 4,29 6,11 0,92
13:34:01,546 2,79 17,38 11,59 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,03 0,04 2,53 7,44 0,62 20,27 17,02 9,22 3,55 0,70 0,45 0,15 0,35 13,76 4,01 2,71 8,62 2,57 0,00 0,00 0,49 0,59 0,00 22,20 4,81 14,81 41,78 2,03 16,79 5,11 11,09 0,82 2,31 7,75 4,70 6,60 1,03
13:34:03,844 2,78 17,25 11,52 4,31 5,80 4,79 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,46 7,39 0,59 20,02 16,91 9,04 3,50 0,69 0,44 0,14 0,35 13,71 4,01 2,69 8,60 2,56 0,00 0,00 0,49 0,59 0,00 36,78 36,65 160,29 51,33 6,70 12,22 3,90 8,58 0,43 1,26 3,63 2,71 4,09 0,53
