11:45:49,177 4,54 34,24 19,74 7,99 10,67 7,82 4,63 0,00 0,00 0,00 0,08 0,07 0,08 53,66 14,17 57,57 74,04 34,54 73,66 11,11 1,32 2,67 0,41 0,65 50,77 6,89 42,84 19,30 4,29 0,02 0,05 0,69 0,80 0,01 28,33 12,83 46,81 46,15 3,61 7,04 2,44 5,51 0,37 1,10 3,08 2,41 3,69 0,46
11:45:51,488 3,07 19,82 12,85 4,88 6,56 5,29 3,11 0,00 0,00 0,00 0,04 0,04 0,04 4,55 8,42 1,48 26,02 19,51 13,75 4,74 0,82 0,71 0,19 0,41 16,76 4,35 4,11 9,74 2,78 0,00 0,01 0,53 0,62 0,00 23,44 5,98 19,12 42,71 2,31 4,59 1,70 3,91 0,08 0,27 0,53 0,67 1,21 0,10
11:45:53,821 2,86 17,97 11,90 4,47 6,01 4,93 2,89 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,39 17,53 10,05 4,03 0,75 0,55 0,16 0,37 13,81 4,02 2,73 8,64 2,57 0,00 0,00 0,50 0,60 0,00 31,45 19,53 76,61 48,16 4,63 4,34 1,62 3,73 0,33 0,97 2,65 2,16 3,36 0,40
11:45:56,145 2,82 17,63 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,60 7,48 0,64 20,50 17,13 9,39 3,87 0,73 0,52 0,16 0,36 13,15 3,94 2,46 8,38 2,52 0,00 0,00 0,49 0,59 0,00 19,06 2,61 7,21 39,26 1,41 3,63 1,39 3,23 0,10 0,32 0,66 0,79 1,39 0,12
11:45:58,434 2,81 17,56 11,69 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,52 7,44 0,62 20,25 17,01 9,20 3,79 0,72 0,50 0,16 0,36 12,95 3,91 2,38 8,30 2,51 0,00 0,00 0,49 0,59 0,00 22,18 4,79 14,73 41,76 2,02 4,33 1,61 3,72 0,19 0,60 1,44 1,38 2,28 0,24
11:46:00,748 2,81 17,54 11,68 4,37 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,49 7,41 0,60 20,12 16,95 9,11 3,73 0,72 0,49 0,15 0,36 12,77 3,89 2,31 8,23 2,49 0,00 0,00 0,49 0,59 0,00 17,58 1,88 4,92 37,99 1,17 3,29 1,28 2,99 0,08 0,26 0,52 0,66 1,19 0,10
11:46:03,081 2,81 17,50 11,65 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,41 7,36 0,58 19,86 16,83 8,92 3,70 0,71 0,48 0,15 0,36 12,66 3,87 2,27 8,19 2,49 0,00 0,00 0,49 0,59 0,00 19,77 3,02 8,58 39,86 1,54 3,60 1,38 3,21 0,61 1,76 5,54 3,68 5,34 0,77
11:46:05,405 2,80 17,49 11,65 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,40 7,35 0,57 19,81 16,81 8,88 3,64 0,71 0,47 0,15 0,35 12,50 3,85 2,21 8,12 2,47 0,00 0,00 0,49 0,59 0,00 18,14 2,14 5,71 38,48 1,26 3,24 1,26 2,95 0,87 2,44 8,30 4,94 6,90 1,09
11:46:07,710 2,80 17,49 11,65 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,37 7,34 0,56 19,72 16,77 8,82 3,60 0,70 0,46 0,15 0,35 12,46 3,85 2,20 8,11 2,47 0,00 0,00 0,49 0,58 0,00 22,88 5,43 17,07 42,30 2,18 3,53 1,36 3,16 0,17 0,52 1,21 1,22 2,05 0,20
11:46:10,015 2,79 17,35 11,58 4,33 5,83 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,30 7,29 0,54 19,48 16,65 8,64 3,56 0,70 0,46 0,15 0,35 12,46 3,85 2,19 8,11 2,47 0,00 0,00 0,49 0,58 0,00 22,38 4,97 15,38 41,92 2,07 3,70 1,41 3,28 0,05 0,17 0,30 0,45 0,85 0,06
11:46:12,339 2,80 17,46 11,63 4,36 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,29 7,28 0,53 19,43 16,63 8,61 3,53 0,69 0,45 0,15 0,35 12,32 3,83 2,14 8,05 2,46 0,00 0,00 0,49 0,58 0,00 23,27 5,81 18,49 42,59 2,27 3,34 1,29 3,02 0,06 0,21 0,39 0,53 0,99 0,08
11:46:14,643 2,80 17,48 11,65 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,26 7,27 0,52 19,34 16,59 8,55 3,49 0,69 0,44 0,14 0,34 12,29 3,83 2,13 8,04 2,46 0,00 0,00 0,49 0,58 0,00 22,94 5,49 17,29 42,35 2,19 3,73 1,42 3,30 0,08 0,27 0,53 0,67 1,22 0,10
11:46:16,943 2,80 17,44 11,62 4,35 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,26 7,26 0,52 19,32 16,58 8,53 3,48 0,69 0,44 0,14 0,34 12,28 3,83 2,13 8,04 2,46 0,00 0,00 0,49 0,58 0,00 29,11 14,31 53,18 46,66 3,85 5,10 1,86 4,25 0,21 0,65 1,60 1,49 2,44 0,26
11:46:19,284 2,79 17,35 11,57 4,33 5,83 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,26 7,26 0,52 19,32 16,58 8,53 3,43 0,68 0,43 0,14 0,34 12,14 3,81 2,08 7,98 2,45 0,00 0,00 0,49 0,58 0,00 21,60 4,31 13,01 41,32 1,90 4,66 1,72 3,95 0,20 0,61 1,49 1,42 2,33 0,24
11:46:21,571 2,78 17,28 11,54 4,32 5,81 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,18 7,21 0,49 19,02 16,44 8,32 3,36 0,68 0,42 0,14 0,34 11,98 3,79 2,02 7,91 2,43 0,00 0,00 0,49 0,58 0,00 24,84 7,55 25,14 43,74 2,65 4,45 1,65 3,81 0,98 2,73 9,55 5,46 7,53 1,23
11:46:23,880 2,78 17,27 11,54 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,18 7,21 0,50 19,03 16,45 8,33 3,34 0,67 0,41 0,14 0,34 11,95 3,78 2,01 7,90 2,43 0,00 0,00 0,49 0,58 0,00 21,35 4,11 12,32 41,12 1,85 4,04 1,52 3,52 0,69 1,96 6,32 4,05 5,81 0,86
11:46:26,197 2,78 17,27 11,53 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,04 0,04 2,14 7,18 0,48 18,89 16,38 8,23 3,30 0,67 0,40 0,14 0,33 11,74 3,76 1,94 7,82 2,41 0,00 0,00 0,49 0,58 0,00 19,33 2,75 7,69 39,48 1,46 3,53 1,36 3,16 0,60 1,72 5,38 3,60 5,24 0,75
11:46:28,533 2,78 17,27 11,53 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,11 7,16 0,47 18,78 16,33 8,16 3,28 0,67 0,40 0,14 0,33 11,77 3,76 1,94 7,83 2,42 0,00 0,00 0,49 0,58 0,00 25,78 8,78 29,99 44,41 2,89 4,72 1,74 3,99 1,38 3,75 14,17 7,28 9,66 1,73
11:46:30,837 2,78 17,27 11,53 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,05 7,12 0,45 18,54 16,21 7,99 3,25 0,66 0,39 0,14 0,33 11,64 3,74 1,90 7,77 2,40 0,00 0,00 0,49 0,58 0,00 20,84 3,73 10,98 40,72 1,75 4,40 1,64 3,77 0,59 1,68 5,23 3,53 5,15 0,73
11:46:33,162 2,78 17,27 11,53 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,06 7,12 0,45 18,57 16,23 8,01 3,22 0,66 0,39 0,13 0,33 11,61 3,74 1,89 7,76 2,40 0,00 0,00 0,48 0,58 0,00 23,97 6,54 21,24 43,11 2,43 4,13 1,55 3,58 0,22 0,67 1,65 1,53 2,49 0,27
11:46:35,477 2,78 17,27 11,53 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,02 7,09 0,44 18,43 16,16 7,91 3,18 0,66 0,38 0,13 0,33 11,41 3,71 1,82 7,68 2,39 0,00 0,00 0,48 0,58 0,00 26,32 9,54 33,06 44,79 3,04 4,78 1,76 4,03 0,45 1,31 3,84 2,82 4,24 0,56
11:46:37,790 2,78 17,27 11,53 4,31 5,80 4,80 2,81 0,00 0,00 0,00 0,03 0,03 0,04 2,01 7,09 0,44 18,40 16,15 7,89 3,15 0,65 0,38 0,13 0,33 11,31 3,70 1,79 7,64 2,38 0,00 0,00 0,48 0,58 0,00 26,88 10,38 36,52 45,17 3,19 4,38 1,63 3,76 0,26 0,79 2,03 1,77 2,83 0,32
11:46:40,100 2,77 17,18 11,49 4,29 5,78 4,78 2,80 0,00 0,00 0,00 0,03 0,03 0,04 1,96 7,05 0,42 18,18 16,04 7,74 3,13 0,65 0,37 0,13 0,33 11,23 3,69 1,76 7,60 2,37 0,00 0,00 0,48 0,58 0,00 23,08 5,62 17,78 42,45 2,22 4,19 1,57 3,63 0,23 0,70 1,75 1,60 2,58 0,28
