11:54:32,155 4,56 34,46 19,84 8,04 10,73 7,85 4,65 0,00 0,00 0,00 0,08 0,07 0,08 58,04 14,41 64,67 76,54 35,17 77,69 12,80 1,42 3,33 0,47 0,70 53,63 7,05 48,10 19,96 4,39 0,02 0,05 0,70 0,80 0,01 100,78 2114,04 18655,41 77,43 72,74 16,24 4,97 10,79 1,05 2,91 10,35 5,79 7,92 1,32
11:54:34,496 3,09 20,01 12,95 4,92 6,62 5,33 3,13 0,00 0,00 0,00 0,04 0,04 0,04 5,17 8,65 1,79 27,46 20,09 15,00 5,48 0,89 0,89 0,22 0,44 17,81 4,46 4,67 10,11 2,84 0,00 0,01 0,53 0,63 0,00 64,72 356,04 2308,34 64,64 25,51 10,89 3,54 7,83 1,17 3,23 11,75 6,35 8,59 1,47
11:54:36,805 2,88 18,14 11,99 4,51 6,06 4,97 2,91 0,00 0,00 0,00 0,03 0,04 0,04 3,28 7,86 0,91 22,65 18,08 11,01 4,66 0,81 0,69 0,19 0,40 14,61 4,11 3,07 8,94 2,63 0,00 0,01 0,50 0,60 0,00 66,01 385,29 2532,35 65,16 26,73 11,39 3,68 8,11 1,17 3,21 11,68 6,33 8,56 1,47
11:54:39,116 2,85 17,88 11,86 4,45 5,99 4,92 2,88 0,00 0,00 0,00 0,03 0,04 0,04 2,98 7,70 0,79 21,72 17,68 10,29 4,51 0,80 0,66 0,18 0,40 13,88 4,03 2,76 8,67 2,58 0,00 0,00 0,50 0,59 0,00 63,14 322,22 2053,30 63,99 24,06 9,39 3,12 6,95 1,19 3,26 11,92 6,42 8,66 1,49
11:54:41,420 2,83 17,70 11,76 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,92 7,67 0,76 21,54 17,60 10,16 4,49 0,79 0,65 0,18 0,40 13,66 4,00 2,67 8,58 2,56 0,00 0,00 0,49 0,59 0,00 71,62 535,07 3722,44 67,36 32,42 11,23 3,63 8,02 1,30 3,54 13,20 6,91 9,24 1,63
11:54:43,729 2,82 17,67 11,74 4,40 5,92 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,66 0,76 21,50 17,58 10,13 4,48 0,79 0,65 0,18 0,39 13,62 3,99 2,65 8,57 2,56 0,00 0,00 0,49 0,59 0,00 42,64 66,43 322,10 54,52 9,50 9,28 3,09 6,88 0,86 2,42 8,24 4,91 6,86 1,08
11:54:46,055 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,90 7,66 0,76 21,50 17,58 10,13 4,48 0,79 0,65 0,18 0,39 13,61 3,99 2,65 8,56 2,56 0,00 0,00 0,49 0,59 0,00 40,39 53,42 249,43 53,33 8,36 7,87 2,68 6,03 0,98 2,72 9,51 5,45 7,51 1,22
11:54:48,354 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,90 7,66 0,76 21,49 17,58 10,12 4,45 0,79 0,64 0,18 0,39 13,69 4,00 2,68 8,59 2,56 0,00 0,00 0,49 0,59 0,00 37,46 39,45 174,78 51,72 6,99 8,94 2,99 6,68 0,62 1,77 5,57 3,69 5,36 0,77
11:54:50,687 2,83 17,70 11,76 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,88 7,64 0,75 21,41 17,54 10,06 4,43 0,79 0,64 0,18 0,39 13,62 3,99 2,65 8,57 2,56 0,00 0,00 0,49 0,59 0,00 55,90 197,50 1156,29 60,89 18,04 10,47 3,42 7,58 1,01 2,81 9,87 5,60 7,69 1,27
11:54:53,015 2,82 17,67 11,74 4,40 5,92 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,82 7,61 0,73 21,22 17,45 9,92 4,42 0,79 0,64 0,18 0,39 13,53 3,98 2,61 8,53 2,55 0,00 0,00 0,49 0,59 0,00 51,60 143,14 792,63 58,94 14,93 9,59 3,18 7,07 1,72 4,61 18,29 8,76 11,35 2,16
11:54:55,328 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,78 7,59 0,71 21,09 17,40 9,82 4,39 0,78 0,63 0,18 0,39 13,51 3,98 2,60 8,52 2,55 0,00 0,00 0,49 0,59 0,00 40,28 52,83 246,19 53,27 8,31 10,46 3,42 7,58 0,87 2,44 8,32 4,94 6,90 1,09
11:54:57,622 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,07 17,38 9,80 4,40 0,78 0,63 0,18 0,39 13,59 3,99 2,64 8,55 2,56 0,00 0,00 0,49 0,59 0,00 56,80 210,48 1245,94 61,29 18,73 10,48 3,43 7,59 0,89 2,49 8,51 5,02 7,00 1,11
11:54:59,955 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,06 17,38 9,80 4,39 0,78 0,63 0,18 0,39 13,52 3,98 2,61 8,53 2,55 0,00 0,00 0,49 0,59 0,00 42,27 64,14 309,12 54,33 9,31 8,52 2,87 6,42 0,84 2,36 7,96 4,79 6,72 1,05
11:55:02,262 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,57 0,70 20,98 17,34 9,74 4,37 0,78 0,63 0,18 0,39 13,35 3,96 2,54 8,46 2,54 0,00 0,00 0,49 0,59 0,00 61,16 283,54 1767,24 63,16 22,31 10,69 3,48 7,71 2,07 5,49 22,76 10,26 13,03 2,62
11:55:04,586 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,56 0,70 20,96 17,34 9,72 4,35 0,78 0,62 0,18 0,39 13,31 3,96 2,53 8,45 2,54 0,00 0,00 0,49 0,59 0,00 42,21 63,76 306,92 54,30 9,28 10,03 3,30 7,33 2,05 5,43 22,42 10,15 12,91 2,58
11:55:06,900 2,82 17,61 11,72 4,39 5,91 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,56 0,69 20,96 17,33 9,72 4,32 0,78 0,62 0,17 0,39 13,31 3,96 2,52 8,44 2,53 0,00 0,00 0,49 0,59 0,00 59,06 246,34 1498,47 62,27 20,54 10,45 3,42 7,57 4,14 10,48 50,85 18,39 21,64 5,27
11:55:09,200 2,82 17,65 11,73 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,56 0,69 20,96 17,33 9,72 4,37 0,78 0,63 0,18 0,39 13,47 3,98 2,59 8,51 2,55 0,00 0,00 0,49 0,59 0,00 70,87 512,73 3540,78 67,07 31,62 10,15 3,33 7,39 2,11 5,58 23,23 10,42 13,20 2,66
11:55:11,522 2,81 17,57 11,69 4,38 5,89 4,86 2,84 0,00 0,00 0,00 0,03 0,03 0,04 2,71 7,55 0,68 20,87 17,30 9,66 4,31 0,78 0,61 0,17 0,39 13,26 3,95 2,50 8,42 2,53 0,00 0,00 0,49 0,59 0,00 39,66 49,63 228,78 52,93 8,01 9,98 3,29 7,30 0,64 1,83 5,80 3,81 5,50 0,80
11:55:13,836 2,82 17,60 11,71 4,39 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,70 7,54 0,68 20,85 17,29 9,65 4,32 0,78 0,62 0,18 0,39 13,22 3,94 2,49 8,41 2,53 0,00 0,00 0,49 0,59 0,00 42,02 62,66 300,73 54,20 9,18 9,15 3,05 6,80 1,16 3,18 11,55 6,28 8,49 1,45
