16:48:47,890 4,58 34,68 19,94 8,08 10,79 7,89 4,67 0,00 0,00 0,00 0,08 0,07 0,08 59,53 14,48 67,15 77,37 35,38 79,05 12,26 1,39 3,11 0,45 0,68 53,67 7,05 48,17 19,97 4,39 0,02 0,05 0,70 0,80 0,01 12,74 0,51 1,08 33,31 0,54 5,93 2,11 4,80 0,01 0,03 0,04 0,10 0,24 0,01
16:48:50,225 3,08 19,92 12,90 4,91 6,59 5,31 3,12 0,00 0,00 0,00 0,04 0,04 0,04 5,10 8,63 1,75 27,30 20,03 14,86 5,27 0,87 0,84 0,21 0,43 17,82 4,47 4,68 10,11 2,84 0,00 0,01 0,53 0,63 0,00 5,93 0,02 0,03 24,40 0,09 4,61 1,70 3,91 0,00 0,02 0,02 0,05 0,13 0,00
16:48:52,527 2,88 18,13 11,98 4,51 6,06 4,96 2,91 0,00 0,00 0,00 0,03 0,04 0,04 3,25 7,84 0,90 22,55 18,04 10,93 4,45 0,79 0,65 0,18 0,39 14,28 4,07 2,93 8,82 2,61 0,00 0,00 0,50 0,60 0,00 4,21 0,01 0,01 21,22 0,04 2,79 1,11 2,61 0,00 0,01 0,01 0,03 0,09 0,00
16:48:54,846 2,84 17,79 11,81 4,43 5,96 4,90 2,87 0,00 0,00 0,00 0,03 0,04 0,04 2,98 7,70 0,79 21,72 17,68 10,29 4,31 0,78 0,61 0,17 0,39 13,92 4,03 2,77 8,68 2,58 0,00 0,00 0,49 0,59 0,00 4,31 0,01 0,01 21,42 0,04 3,34 1,30 3,02 0,00 0,01 0,01 0,04 0,11 0,00
16:48:57,162 2,82 17,60 11,71 4,39 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,39 17,53 10,05 4,27 0,77 0,60 0,17 0,38 13,69 4,00 2,68 8,59 2,56 0,00 0,00 0,49 0,59 0,00 4,26 0,01 0,01 21,30 0,04 3,22 1,26 2,93 0,00 0,00 0,00 0,02 0,05 0,00
16:48:59,465 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,82 7,61 0,73 21,24 17,46 9,94 4,21 0,77 0,59 0,17 0,38 13,49 3,98 2,59 8,51 2,55 0,00 0,00 0,49 0,59 0,00 4,76 0,01 0,01 22,30 0,05 3,63 1,39 3,23 0,00 0,01 0,01 0,04 0,10 0,00
16:49:01,766 2,81 17,54 11,68 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,81 7,61 0,72 21,21 17,45 9,91 4,19 0,76 0,59 0,17 0,38 13,45 3,97 2,58 8,50 2,55 0,00 0,00 0,49 0,59 0,00 3,96 0,00 0,00 20,68 0,03 3,05 1,20 2,81 0,00 0,01 0,00 0,02 0,06 0,00
16:49:04,110 2,80 17,42 11,61 4,35 5,85 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,69 7,53 0,68 20,80 17,26 9,60 4,19 0,76 0,59 0,17 0,38 13,36 3,96 2,54 8,47 2,54 0,00 0,00 0,49 0,59 0,00 4,16 0,01 0,01 21,11 0,04 3,38 1,31 3,05 0,00 0,01 0,01 0,04 0,10 0,00
16:49:06,403 2,80 17,48 11,64 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,66 7,52 0,67 20,72 17,23 9,54 4,15 0,76 0,58 0,17 0,38 13,35 3,96 2,54 8,46 2,54 0,00 0,00 0,49 0,59 0,00 5,95 0,02 0,03 24,42 0,09 3,81 1,45 3,36 0,00 0,01 0,01 0,05 0,12 0,00
16:49:08,739 2,80 17,49 11,65 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,78 7,59 0,71 21,11 17,40 9,83 4,14 0,76 0,58 0,17 0,38 13,42 3,97 2,57 8,49 2,54 0,00 0,00 0,49 0,59 0,00 3,85 0,00 0,00 20,45 0,03 2,82 1,12 2,63 0,00 0,01 0,01 0,03 0,08 0,00
16:49:11,016 2,79 17,41 11,61 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,68 7,53 0,67 20,78 17,25 9,59 4,10 0,75 0,57 0,17 0,38 13,36 3,96 2,54 8,46 2,54 0,00 0,00 0,49 0,59 0,00 6,50 0,03 0,04 25,31 0,11 3,35 1,30 3,03 0,00 0,01 0,01 0,03 0,08 0,00
