17:19:42,252 4,59 34,78 19,99 8,11 10,82 7,90 4,68 0,00 0,00 0,00 0,08 0,07 0,08 62,35 14,63 71,92 78,90 35,76 81,57 12,97 1,43 3,39 0,47 0,70 53,62 7,05 48,08 19,96 4,39 0,02 0,05 0,70 0,80 0,01 8,14 0,08 0,13 27,75 0,19 7,36 2,53 5,71 0,04 0,14 0,25 0,38 0,75 0,05
17:19:44,564 3,10 20,14 13,01 4,95 6,65 5,35 3,14 0,00 0,00 0,00 0,04 0,04 0,04 5,34 8,71 1,88 27,83 20,24 15,33 5,57 0,90 0,91 0,22 0,44 17,92 4,48 4,73 10,15 2,85 0,00 0,01 0,53 0,63 0,00 12,20 0,43 0,88 32,73 0,49 5,12 1,86 4,26 0,20 0,61 1,47 1,41 2,31 0,24
17:19:46,876 2,90 18,30 12,07 4,54 6,11 5,00 2,93 0,00 0,00 0,00 0,03 0,04 0,04 3,47 7,95 0,99 23,17 18,31 11,42 4,79 0,82 0,72 0,19 0,41 14,80 4,13 3,16 9,02 2,64 0,00 0,01 0,50 0,60 0,00 10,00 0,19 0,34 30,19 0,31 4,29 1,60 3,70 0,06 0,19 0,35 0,49 0,93 0,07
17:19:49,187 2,85 17,91 11,87 4,46 6,00 4,92 2,88 0,00 0,00 0,00 0,03 0,04 0,04 3,12 7,78 0,85 22,17 17,88 10,64 4,65 0,81 0,69 0,19 0,40 14,26 4,07 2,92 8,81 2,60 0,00 0,00 0,50 0,59 0,00 13,95 0,74 1,65 34,57 0,68 4,72 1,74 3,99 0,01 0,05 0,07 0,16 0,35 0,02
17:19:51,515 2,84 17,80 11,81 4,43 5,96 4,90 2,87 0,00 0,00 0,00 0,03 0,04 0,04 3,09 7,76 0,83 22,07 17,83 10,56 4,62 0,81 0,68 0,19 0,40 14,07 4,05 2,84 8,74 2,59 0,00 0,00 0,50 0,59 0,00 13,71 0,69 1,52 34,33 0,65 5,08 1,85 4,24 0,07 0,24 0,45 0,60 1,10 0,09
17:19:53,829 2,86 17,95 11,89 4,46 6,01 4,93 2,89 0,00 0,00 0,00 0,03 0,04 0,04 3,11 7,77 0,84 22,14 17,86 10,62 4,61 0,81 0,68 0,19 0,40 14,20 4,06 2,89 8,79 2,60 0,00 0,00 0,50 0,59 0,00 9,98 0,19 0,34 30,15 0,31 3,16 1,23 2,89 0,02 0,08 0,12 0,23 0,47 0,03
17:19:56,124 2,84 17,85 11,84 4,44 5,98 4,91 2,88 0,00 0,00 0,00 0,03 0,04 0,04 3,12 7,77 0,84 22,15 17,87 10,63 4,64 0,81 0,69 0,19 0,40 14,05 4,05 2,83 8,73 2,59 0,00 0,00 0,50 0,59 0,00 18,45 2,28 6,18 38,74 1,31 5,10 1,86 4,25 0,05 0,17 0,31 0,45 0,86 0,06
17:19:58,441 2,84 17,83 11,83 4,44 5,97 4,91 2,87 0,00 0,00 0,00 0,03 0,04 0,04 3,12 7,78 0,84 22,16 17,87 10,63 4,63 0,81 0,69 0,19 0,40 14,20 4,06 2,89 8,79 2,60 0,00 0,00 0,50 0,59 0,00 15,96 1,28 3,12 36,53 0,93 4,65 1,71 3,94 0,04 0,14 0,24 0,38 0,74 0,05
17:20:00,747 2,84 17,82 11,82 4,44 5,97 4,91 2,87 0,00 0,00 0,00 0,03 0,04 0,04 3,09 7,76 0,83 22,07 17,83 10,56 4,65 0,81 0,69 0,19 0,40 14,14 4,06 2,87 8,77 2,60 0,00 0,00 0,50 0,59 0,00 20,47 3,47 10,09 40,42 1,67 5,88 2,09 4,76 0,32 0,96 2,60 2,13 3,32 0,40
17:20:03,071 2,85 17,86 11,85 4,45 5,98 4,91 2,88 0,00 0,00 0,00 0,03 0,04 0,04 3,02 7,73 0,81 21,87 17,74 10,41 4,65 0,81 0,69 0,19 0,40 13,96 4,03 2,79 8,70 2,58 0,00 0,00 0,50 0,59 0,00 22,47 5,05 15,67 41,99 2,09 5,91 2,10 4,78 0,43 1,25 3,63 2,71 4,09 0,53
17:20:05,397 2,84 17,83 11,83 4,44 5,97 4,91 2,87 0,00 0,00 0,00 0,03 0,04 0,04 3,04 7,73 0,81 21,92 17,76 10,45 4,67 0,81 0,69 0,19 0,40 13,92 4,03 2,77 8,68 2,58 0,00 0,00 0,50 0,59 0,00 17,85 2,00 5,28 38,22 1,21 5,25 1,90 4,35 0,46 1,34 3,95 2,88 4,32 0,57
