13:55:40,371 4,55 34,29 19,76 8,00 10,68 7,82 4,63 0,00 0,00 0,00 0,08 0,07 0,08 60,15 14,51 68,19 77,71 35,46 79,60 12,80 1,42 3,33 0,47 0,70 54,86 7,11 50,45 20,25 4,43 0,02 0,05 0,70 0,81 0,01 2,57 0,00 0,00 17,35 0,01 2,86 1,14 2,67 0,00 0,00 0,00 0,00 0,00 0,00
13:55:42,684 3,07 19,85 12,87 4,89 6,57 5,30 3,11 0,00 0,00 0,00 0,04 0,04 0,04 5,15 8,64 1,78 27,41 20,07 14,96 5,50 0,89 0,90 0,22 0,44 17,99 4,48 4,77 10,17 2,85 0,00 0,01 0,53 0,63 0,00 1,93 0,00 0,00 15,43 0,01 1,37 0,61 1,48 0,00 0,00 0,00 0,00 0,00 0,00
13:55:45,012 2,87 18,04 11,94 4,49 6,03 4,95 2,90 0,00 0,00 0,00 0,03 0,04 0,04 3,28 7,86 0,91 22,64 18,08 11,00 4,73 0,82 0,71 0,19 0,41 15,00 4,16 3,25 9,09 2,66 0,00 0,01 0,50 0,60 0,00 1,11 0,00 0,00 12,32 0,00 1,27 0,57 1,39 0,00 0,00 0,00 0,00 0,00 0,00
13:55:47,327 2,82 17,66 11,74 4,40 5,92 4,87 2,86 0,00 0,00 0,00 0,03 0,04 0,04 3,00 7,71 0,80 21,80 17,71 10,36 4,59 0,80 0,68 0,18 0,40 14,12 4,05 2,86 8,76 2,59 0,00 0,00 0,50 0,59 0,00 1,39 0,00 0,00 13,48 0,00 1,18 0,53 1,31 0,00 0,00 0,00 0,00 0,00 0,00
13:55:49,633 2,82 17,59 11,70 4,38 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,92 7,67 0,77 21,55 17,60 10,17 4,53 0,80 0,66 0,18 0,40 14,21 4,07 2,90 8,79 2,60 0,00 0,00 0,50 0,59 0,00 1,75 0,00 0,00 14,81 0,00 1,56 0,68 1,64 0,00 0,00 0,00 0,00 0,00 0,00
13:55:51,949 2,81 17,57 11,69 4,38 5,89 4,86 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,66 0,76 21,50 17,58 10,13 4,55 0,80 0,67 0,18 0,40 13,97 4,04 2,79 8,70 2,58 0,00 0,00 0,50 0,59 0,00 1,48 0,00 0,00 13,85 0,00 1,75 0,75 1,80 0,00 0,00 0,00 0,00 0,00 0,00
13:55:54,266 2,81 17,57 11,69 4,38 5,89 4,86 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,85 7,63 0,74 21,32 17,50 9,99 4,55 0,80 0,67 0,18 0,40 14,09 4,05 2,85 8,75 2,59 0,00 0,00 0,50 0,59 0,00 1,79 0,00 0,00 14,96 0,01 1,61 0,70 1,68 0,00 0,00 0,00 0,00 0,00 0,00
13:55:56,588 2,81 17,57 11,69 4,38 5,89 4,86 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,28 17,48 9,97 4,55 0,80 0,67 0,18 0,40 13,94 4,03 2,78 8,69 2,58 0,00 0,00 0,50 0,59 0,00 0,02 0,00 0,00 2,14 0,00 0,98 0,46 1,12 0,00 0,00 0,00 0,00 0,00 0,00
13:55:58,909 2,81 17,57 11,69 4,38 5,89 4,86 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,28 17,48 9,96 4,52 0,80 0,66 0,18 0,40 13,83 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 0,12 0,00 0,00 4,94 0,00 1,00 0,46 1,14 0,00 0,00 0,00 0,00 0,00 0,00
13:56:01,210 2,80 17,49 11,65 4,36 5,87 4,84 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,47 0,79 0,65 0,18 0,39 13,98 4,04 2,80 8,70 2,58 0,00 0,00 0,50 0,59 0,00 0,45 0,00 0,00 8,52 0,00 1,30 0,58 1,42 0,00 0,00 0,00 0,00 0,00 0,00
13:56:03,527 2,81 17,51 11,66 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,46 0,79 0,65 0,18 0,39 14,01 4,04 2,81 8,72 2,59 0,00 0,00 0,50 0,59 0,00 0,67 0,00 0,00 10,01 0,00 1,36 0,60 1,47 0,00 0,00 0,00 0,00 0,00 0,00
13:56:05,838 2,81 17,52 11,67 4,37 5,88 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,49 0,79 0,65 0,18 0,40 13,84 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 0,70 0,00 0,00 10,19 0,00 1,56 0,68 1,64 0,00 0,00 0,00 0,00 0,00 0,00
13:56:08,155 2,80 17,44 11,62 4,35 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,48 0,79 0,65 0,18 0,39 13,98 4,04 2,80 8,71 2,58 0,00 0,00 0,50 0,59 0,00 0,38 0,00 0,00 7,95 0,00 1,09 0,50 1,22 0,00 0,00 0,00 0,00 0,00 0,00
13:56:10,475 2,79 17,39 11,60 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,78 7,59 0,71 21,10 17,40 9,83 4,46 0,79 0,65 0,18 0,39 13,92 4,03 2,78 8,68 2,58 0,00 0,00 0,50 0,59 0,00 0,97 0,00 0,00 11,66 0,00 1,32 0,59 1,43 0,00 0,00 0,00 0,00 0,00 0,00
13:56:12,774 2,80 17,41 11,61 4,35 5,85 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,58 0,71 21,07 17,38 9,80 4,46 0,79 0,65 0,18 0,39 14,00 4,04 2,81 8,71 2,59 0,00 0,00 0,50 0,59 0,00 0,44 0,00 0,00 8,44 0,00 1,48 0,65 1,57 0,00 0,00 0,00 0,00 0,00 0,00
13:56:15,097 2,80 17,42 11,61 4,35 5,85 4,83 2,83 0,00 0,00 0,00 0,03 0,04 0,04 2,82 7,61 0,73 21,23 17,46 9,93 4,47 0,79 0,65 0,18 0,39 13,84 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,59 0,00 0,67 0,00 0,00 10,03 0,00 1,43 0,63 1,52 0,00 0,00 0,00 0,00 0,00 0,00
13:56:17,423 2,79 17,34 11,57 4,33 5,83 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,80 7,60 0,72 21,18 17,43 9,89 4,46 0,79 0,65 0,18 0,39 13,89 4,03 2,76 8,67 2,58 0,00 0,00 0,50 0,59 0,00 0,64 0,00 0,00 9,83 0,00 1,61 0,70 1,68 0,00 0,00 0,00 0,00 0,00 0,00
13:56:19,727 2,79 17,33 11,57 4,33 5,82 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,77 7,59 0,71 21,08 17,39 9,82 4,46 0,79 0,65 0,18 0,39 13,82 4,02 2,73 8,64 2,57 0,00 0,00 0,50 0,59 0,00 0,53 0,00 0,00 9,08 0,00 1,27 0,57 1,39 0,00 0,00 0,00 0,00 0,00 0,00
13:56:22,040 2,79 17,40 11,60 4,34 5,84 4,82 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,57 0,70 20,98 17,34 9,74 4,46 0,79 0,65 0,18 0,39 13,81 4,02 2,73 8,64 2,57 0,00 0,00 0,50 0,59 0,00 0,41 0,00 0,00 8,23 0,00 1,14 0,52 1,27 0,00 0,00 0,00 0,00 0,00 0,00
13:56:24,343 2,79 17,34 11,57 4,33 5,82 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,74 7,56 0,69 20,96 17,33 9,72 4,46 0,79 0,65 0,18 0,39 13,80 4,02 2,73 8,64 2,57 0,00 0,00 0,50 0,59 0,00 0,80 0,00 0,00 10,76 0,00 1,04 0,48 1,18 0,00 0,00 0,00 0,00 0,00 0,00
13:56:26,649 2,79 17,33 11,56 4,33 5,82 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,71 7,55 0,68 20,87 17,29 9,66 4,46 0,79 0,65 0,18 0,39 13,80 4,02 2,72 8,64 2,57 0,00 0,00 0,49 0,59 0,00 0,16 0,00 0,00 5,59 0,00 0,88 0,42 1,03 0,00 0,00 0,00 0,00 0,00 0,00
13:56:28,988 2,79 17,32 11,56 4,33 5,82 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,70 7,54 0,68 20,85 17,29 9,64 4,46 0,79 0,65 0,18 0,39 13,89 4,03 2,76 8,67 2,58 0,00 0,00 0,49 0,59 0,00 0,29 0,00 0,00 7,16 0,00 1,31 0,59 1,43 0,00 0,00 0,00 0,00 0,00 0,00
