16:56:11,426 4,57 34,57 19,89 8,06 10,76 7,87 4,66 0,00 0,00 0,00 0,08 0,07 0,08 60,89 14,55 69,44 78,11 35,56 80,27 12,75 1,42 3,31 0,46 0,70 52,86 7,01 46,64 19,79 4,36 0,02 0,05 0,70 0,81 0,01 8,36 0,09 0,15 28,06 0,20 4,60 1,70 3,91 0,01 0,05 0,07 0,16 0,35 0,02
16:56:13,742 3,09 20,02 12,95 4,93 6,62 5,33 3,13 0,00 0,00 0,00 0,04 0,04 0,04 5,27 8,68 1,84 27,67 20,18 15,19 5,46 0,89 0,89 0,22 0,44 17,55 4,44 4,53 10,02 2,83 0,00 0,01 0,53 0,63 0,00 9,32 0,15 0,25 29,33 0,26 2,69 1,08 2,54 0,03 0,10 0,15 0,27 0,55 0,03
16:56:16,079 2,88 18,19 12,01 4,52 6,08 4,98 2,92 0,00 0,00 0,00 0,04 0,04 0,04 3,39 7,91 0,96 22,96 18,22 11,26 4,72 0,82 0,71 0,19 0,41 14,31 4,08 2,94 8,83 2,61 0,00 0,01 0,50 0,60 0,00 9,31 0,15 0,25 29,32 0,26 2,30 0,94 2,24 0,03 0,10 0,16 0,28 0,57 0,03
16:56:18,392 2,84 17,81 11,82 4,43 5,96 4,90 2,87 0,00 0,00 0,00 0,03 0,04 0,04 3,11 7,77 0,84 22,14 17,86 10,61 4,56 0,80 0,67 0,18 0,40 13,83 4,02 2,74 8,65 2,57 0,00 0,00 0,50 0,60 0,00 9,25 0,14 0,24 29,23 0,26 2,02 0,84 2,01 0,01 0,03 0,04 0,10 0,23 0,01
16:56:20,692 2,84 17,78 11,80 4,43 5,95 4,90 2,87 0,00 0,00 0,00 0,03 0,04 0,04 3,00 7,71 0,80 21,80 17,71 10,36 4,53 0,80 0,66 0,18 0,40 13,66 4,00 2,67 8,58 2,56 0,00 0,00 0,50 0,59 0,00 14,71 0,92 2,12 35,33 0,77 2,18 0,90 2,14 0,01 0,05 0,07 0,15 0,34 0,02
16:56:22,997 2,83 17,73 11,77 4,42 5,94 4,89 2,86 0,00 0,00 0,00 0,03 0,04 0,04 3,01 7,72 0,80 21,82 17,72 10,37 4,52 0,80 0,66 0,18 0,40 13,62 3,99 2,65 8,57 2,56 0,00 0,00 0,50 0,59 0,00 12,69 0,51 1,06 33,26 0,54 2,50 1,01 2,39 0,02 0,06 0,09 0,18 0,39 0,02
16:56:25,336 2,84 17,76 11,79 4,42 5,95 4,89 2,87 0,00 0,00 0,00 0,03 0,04 0,04 2,98 7,70 0,79 21,74 17,68 10,31 4,47 0,79 0,65 0,18 0,39 13,62 3,99 2,65 8,56 2,56 0,00 0,00 0,50 0,59 0,00 11,86 0,39 0,77 32,35 0,46 2,67 1,07 2,53 0,03 0,12 0,19 0,32 0,63 0,04
16:56:27,626 2,83 17,68 11,75 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,89 7,65 0,76 21,47 17,56 10,10 4,51 0,80 0,66 0,18 0,40 17,66 4,45 4,59 10,05 2,83 0,00 0,00 0,50 0,59 0,00 13,03 0,56 1,20 33,63 0,58 3,01 1,18 2,78 0,03 0,10 0,16 0,28 0,56 0,03
16:56:29,933 2,83 17,71 11,76 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,90 7,66 0,76 21,50 17,58 10,13 4,47 0,79 0,65 0,18 0,39 18,52 4,54 5,07 10,35 2,89 0,00 0,00 0,50 0,59 0,00 13,79 0,71 1,57 34,41 0,66 2,40 0,98 2,31 0,02 0,06 0,08 0,17 0,37 0,02
16:56:32,251 2,81 17,54 11,68 4,37 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,66 0,76 21,50 17,58 10,13 4,46 0,79 0,65 0,18 0,39 18,48 4,53 5,05 10,34 2,88 0,00 0,00 0,50 0,59 0,00 14,21 0,80 1,81 34,83 0,71 1,96 0,82 1,97 0,01 0,04 0,04 0,11 0,25 0,01
16:56:34,570 2,82 17,64 11,73 4,40 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,93 7,68 0,77 21,59 17,62 10,20 4,43 0,79 0,64 0,18 0,39 18,47 4,53 5,05 10,34 2,88 0,00 0,00 0,50 0,59 0,00 18,30 2,21 5,95 38,61 1,28 2,69 1,08 2,54 0,01 0,04 0,05 0,12 0,28 0,01
16:56:36,911 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,91 7,66 0,76 21,52 17,59 10,15 4,43 0,79 0,64 0,18 0,39 18,37 4,52 4,99 10,30 2,88 0,00 0,00 0,50 0,59 0,00 9,43 0,15 0,26 29,47 0,27 2,46 1,00 2,36 0,03 0,10 0,16 0,28 0,57 0,03
16:56:39,190 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,88 7,65 0,75 21,42 17,54 10,07 4,43 0,79 0,64 0,18 0,39 18,24 4,51 4,92 10,26 2,87 0,00 0,00 0,49 0,59 0,00 11,68 0,36 0,72 32,16 0,44 2,46 1,00 2,36 0,06 0,19 0,34 0,48 0,91 0,07
16:56:41,516 2,82 17,66 11,74 4,40 5,92 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,90 7,66 0,76 21,49 17,57 10,12 4,43 0,79 0,64 0,18 0,39 18,22 4,51 4,90 10,25 2,87 0,00 0,00 0,49 0,59 0,00 8,87 0,12 0,20 28,74 0,23 2,38 0,97 2,30 0,01 0,05 0,06 0,14 0,32 0,02
16:56:43,845 2,81 17,58 11,70 4,38 5,90 4,86 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,88 7,65 0,75 21,42 17,54 10,07 4,43 0,79 0,64 0,18 0,39 18,21 4,51 4,90 10,25 2,87 0,00 0,00 0,49 0,59 0,00 11,42 0,33 0,64 31,86 0,42 2,95 1,17 2,74 0,04 0,13 0,21 0,34 0,68 0,04
16:56:46,161 2,81 17,56 11,69 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,40 17,53 10,06 4,43 0,79 0,64 0,18 0,39 18,11 4,49 4,84 10,21 2,86 0,00 0,00 0,49 0,59 0,00 8,74 0,11 0,18 28,57 0,22 2,16 0,90 2,13 0,01 0,05 0,06 0,14 0,31 0,01
16:56:48,465 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,85 7,63 0,74 21,31 17,50 9,99 4,43 0,79 0,64 0,18 0,39 18,40 4,52 5,01 10,31 2,88 0,00 0,00 0,49 0,59 0,00 8,46 0,10 0,16 28,20 0,21 2,26 0,93 2,21 0,02 0,08 0,13 0,24 0,49 0,03
16:56:50,771 2,81 17,55 11,68 4,38 5,89 4,85 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,38 17,53 10,04 4,43 0,79 0,64 0,18 0,39 18,78 4,56 5,23 10,44 2,90 0,00 0,00 0,49 0,59 0,00 10,44 0,23 0,42 30,72 0,34 2,32 0,95 2,25 0,02 0,08 0,13 0,24 0,49 0,03
16:56:53,085 2,81 17,51 11,66 4,37 5,88 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,85 7,63 0,74 21,31 17,49 9,99 4,43 0,79 0,64 0,18 0,39 18,43 4,53 5,02 10,32 2,88 0,00 0,00 0,49 0,59 0,00 10,89 0,27 0,51 31,25 0,38 2,65 1,06 2,51 0,05 0,17 0,31 0,45 0,86 0,06
16:56:55,387 2,81 17,50 11,66 4,37 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,38 17,53 10,04 4,40 0,78 0,63 0,18 0,39 18,46 4,53 5,04 10,34 2,88 0,00 0,00 0,49 0,59 0,00 16,82 1,57 3,99 37,31 1,05 2,10 0,87 2,08 0,01 0,05 0,07 0,15 0,33 0,02
16:56:57,730 2,80 17,46 11,64 4,36 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,03 0,04 2,82 7,61 0,73 21,23 17,46 9,92 4,36 0,78 0,62 0,18 0,39 18,16 4,50 4,87 10,23 2,86 0,00 0,00 0,49 0,59 0,00 9,20 0,14 0,23 29,18 0,25 2,23 0,92 2,18 0,03 0,10 0,15 0,26 0,54 0,03
16:57:00,040 2,80 17,49 11,65 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,04 0,04 2,81 7,61 0,72 21,19 17,44 9,90 4,37 0,78 0,63 0,18 0,39 18,30 4,51 4,95 10,28 2,87 0,00 0,00 0,49 0,59 0,00 7,92 0,08 0,11 27,45 0,18 2,78 1,11 2,60 0,05 0,18 0,33 0,47 0,90 0,07
16:57:02,345 2,80 17,46 11,63 4,36 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,03 0,04 2,83 7,62 0,73 21,27 17,48 9,96 4,34 0,78 0,62 0,18 0,39 18,33 4,52 4,97 10,29 2,88 0,00 0,00 0,49 0,59 0,00 13,51 0,65 1,42 34,12 0,63 3,06 1,20 2,81 0,03 0,12 0,19 0,32 0,65 0,04
16:57:04,675 2,80 17,45 11,63 4,35 5,86 4,83 2,83 0,00 0,00 0,00 0,03 0,03 0,04 2,76 7,58 0,70 21,04 17,37 9,78 4,35 0,78 0,62 0,18 0,39 18,23 4,51 4,91 10,26 2,87 0,00 0,00 0,49 0,59 0,00 8,53 0,10 0,16 28,28 0,21 1,92 0,81 1,93 0,02 0,07 0,10 0,19 0,41 0,02
16:57:06,963 2,80 17,49 11,65 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,03 0,04 2,82 7,61 0,73 21,24 17,46 9,93 4,34 0,78 0,62 0,18 0,39 18,01 4,48 4,78 10,18 2,86 0,00 0,00 0,49 0,59 0,00 8,48 0,10 0,16 28,21 0,21 2,25 0,92 2,20 0,03 0,12 0,19 0,32 0,64 0,04
16:57:09,280 2,81 17,50 11,66 4,36 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,03 0,04 2,78 7,59 0,71 21,11 17,41 9,84 4,34 0,78 0,62 0,18 0,39 18,17 4,50 4,87 10,23 2,87 0,00 0,00 0,49 0,59 0,00 7,61 0,06 0,09 27,00 0,16 1,95 0,82 1,96 0,02 0,06 0,09 0,19 0,40 0,02
16:57:11,593 2,81 17,50 11,66 4,37 5,87 4,84 2,84 0,00 0,00 0,00 0,03 0,03 0,04 2,78 7,59 0,71 21,09 17,39 9,82 4,34 0,78 0,62 0,18 0,39 18,20 4,50 4,89 10,25 2,87 0,00 0,00 0,49 0,59 0,00 12,44 0,47 0,96 33,00 0,52 2,65 1,06 2,51 0,05 0,16 0,29 0,43 0,83 0,06
16:57:13,915 2,82 17,63 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,03 0,04 2,85 7,63 0,74 21,34 17,51 10,01 4,90 0,83 0,75 0,20 0,41 18,42 4,53 5,02 10,32 2,88 0,00 0,00 0,49 0,59 0,00 17,70 1,93 5,08 38,10 1,19 2,55 1,03 2,43 0,02 0,06 0,09 0,18 0,39 0,02
16:57:16,218 2,87 18,04 11,94 4,49 6,03 4,95 2,90 0,00 0,00 0,00 0,03 0,04 0,04 3,39 7,91 0,96 22,96 18,22 11,26 7,45 1,05 1,43 0,29 0,52 19,32 4,62 5,55 10,63 2,94 0,00 0,00 0,49 0,59 0,00 13,59 0,67 1,46 34,20 0,64 2,58 1,04 2,45 0,15 0,48 1,09 1,13 1,91 0,19
16:57:18,563 2,92 18,52 12,19 4,59 6,18 5,04 2,96 0,00 0,00 0,00 0,04 0,04 0,04 4,15 8,26 1,29 25,01 19,09 12,91 10,53 1,28 2,46 0,39 0,63 20,19 4,70 6,09 10,92 2,99 0,00 0,00 0,49 0,59 0,00 11,79 0,38 0,75 32,28 0,45 2,46 1,00 2,36 0,05 0,16 0,28 0,42 0,81 0,06
16:57:20,858 2,95 18,76 12,31 4,65 6,25 5,09 2,98 0,00 0,00 0,00 0,04 0,04 0,04 4,87 8,54 1,64 26,77 19,82 14,40 13,00 1,44 3,41 0,47 0,70 20,60 4,74 6,36 11,06 3,01 0,00 0,00 0,50 0,59 0,00 12,76 0,52 1,08 33,33 0,55 2,53 1,02 2,42 0,02 0,07 0,10 0,20 0,42 0,02
16:57:23,155 2,98 19,08 12,47 4,72 6,34 5,15 3,02 0,00 0,00 0,00 0,04 0,04 0,05 5,32 8,70 1,86 27,79 20,22 15,29 14,48 1,52 4,03 0,52 0,75 21,15 4,79 6,72 11,24 3,04 0,00 0,00 0,50 0,59 0,00 16,25 1,37 3,40 36,79 0,97 2,04 0,85 2,03 0,01 0,05 0,06 0,14 0,32 0,02
