16:00:58,873 4,44 33,07 19,21 7,75 10,35 7,62 4,51 0,00 0,00 0,00 0,07 0,06 0,07 48,98 13,91 50,27 71,22 33,81 69,22 16,66 1,65 5,01 0,59 0,80 73,40 8,03 93,41 24,23 4,96 0,01 0,05 0,68 0,79 0,01 48,10 107,88 568,82 57,27 12,64 5,11 1,86 4,25 0,47 1,38 4,10 2,96 4,42 0,59
16:01:01,194 3,01 19,29 12,58 4,76 6,40 5,19 3,04 0,00 0,00 0,00 0,04 0,04 0,04 4,32 8,33 1,37 25,45 19,27 13,28 7,16 1,03 1,35 0,28 0,51 24,38 5,08 9,07 12,27 3,22 0,00 0,01 0,52 0,61 0,00 28,84 13,79 50,93 46,49 3,78 3,54 1,36 3,17 0,04 0,15 0,26 0,40 0,78 0,05
16:01:03,514 2,79 17,35 11,58 4,33 5,83 4,81 2,82 0,00 0,00 0,00 0,03 0,04 0,04 2,78 7,58 0,71 21,06 17,38 9,80 6,15 0,95 1,07 0,24 0,47 19,75 4,66 5,81 10,78 2,96 0,00 0,00 0,49 0,59 0,00 33,68 25,72 105,83 49,52 5,44 4,86 1,78 4,08 0,05 0,18 0,33 0,48 0,91 0,07
16:01:05,818 2,76 17,07 11,44 4,27 5,74 4,76 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,51 7,44 0,61 20,21 16,99 9,17 5,97 0,93 1,02 0,23 0,46 18,95 4,58 5,33 10,50 2,91 0,00 0,00 0,49 0,58 0,00 31,19 18,88 73,62 47,99 4,53 3,91 1,48 3,42 0,03 0,11 0,18 0,31 0,62 0,04
16:01:08,110 2,75 17,05 11,42 4,26 5,74 4,75 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,46 7,40 0,59 20,04 16,92 9,05 5,93 0,93 1,01 0,23 0,46 18,80 4,56 5,24 10,45 2,91 0,00 0,00 0,49 0,58 0,00 29,17 14,42 53,69 46,70 3,87 3,19 1,25 2,91 0,02 0,07 0,09 0,19 0,41 0,02
16:01:10,443 2,74 16,90 11,34 4,23 5,69 4,72 2,76 0,00 0,00 0,00 0,03 0,03 0,04 2,48 7,41 0,60 20,09 16,94 9,09 5,95 0,93 1,01 0,23 0,46 18,99 4,58 5,35 10,52 2,92 0,00 0,00 0,49 0,58 0,00 32,38 21,97 87,95 48,74 4,96 3,16 1,24 2,90 0,05 0,18 0,32 0,46 0,88 0,06
16:01:12,757 2,74 16,94 11,36 4,24 5,70 4,73 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,44 7,38 0,58 19,94 16,87 8,97 5,91 0,92 1,00 0,23 0,46 18,69 4,55 5,18 10,42 2,91 0,00 0,00 0,49 0,58 0,00 33,54 25,31 103,82 49,44 5,39 3,66 1,40 3,25 0,08 0,27 0,53 0,68 1,22 0,10
16:01:15,087 2,74 16,95 11,37 4,24 5,71 4,73 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,45 7,39 0,59 19,99 16,90 9,01 5,92 0,93 1,00 0,23 0,46 18,63 4,55 5,14 10,39 2,90 0,00 0,00 0,49 0,58 0,00 14,81 0,94 2,19 35,42 0,78 3,40 1,31 3,06 0,12 0,37 0,79 0,91 1,56 0,14
16:01:17,378 2,74 16,91 11,35 4,23 5,70 4,73 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,47 7,40 0,60 20,08 16,93 9,08 5,92 0,93 1,01 0,23 0,46 18,62 4,55 5,13 10,39 2,90 0,00 0,00 0,49 0,58 0,00 30,69 17,69 68,20 47,68 4,36 2,14 0,90 2,11 0,02 0,08 0,13 0,24 0,49 0,03
16:01:19,718 2,73 16,87 11,32 4,22 5,68 4,72 2,76 0,00 0,00 0,00 0,03 0,03 0,04 2,45 7,39 0,59 20,02 16,91 9,03 5,93 0,93 1,01 0,23 0,46 18,73 4,56 5,20 10,44 2,91 0,00 0,00 0,49 0,58 0,00 21,05 3,90 11,53 40,90 1,79 1,99 0,83 1,99 0,02 0,06 0,09 0,18 0,38 0,02
16:01:22,016 2,74 16,91 11,34 4,23 5,69 4,72 2,76 0,00 0,00 0,00 0,03 0,03 0,04 2,48 7,41 0,60 20,09 16,94 9,08 5,96 0,93 1,02 0,23 0,46 18,64 4,55 5,15 10,40 2,90 0,00 0,00 0,49 0,58 0,00 30,53 17,34 66,62 47,58 4,31 2,57 1,04 2,45 0,04 0,13 0,21 0,34 0,68 0,04
16:01:24,323 2,74 16,91 11,34 4,23 5,69 4,72 2,76 0,00 0,00 0,00 0,03 0,03 0,04 2,46 7,39 0,59 20,02 16,91 9,03 5,97 0,93 1,02 0,23 0,46 18,62 4,55 5,13 10,39 2,90 0,00 0,00 0,49 0,58 0,00 30,97 18,34 71,18 47,85 4,46 3,42 1,32 3,08 0,08 0,26 0,50 0,65 1,18 0,10
16:01:26,643 2,74 16,94 11,36 4,24 5,71 4,73 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,45 7,39 0,59 20,00 16,91 9,02 5,97 0,93 1,02 0,23 0,46 18,73 4,56 5,20 10,44 2,91 0,00 0,00 0,49 0,58 0,00 29,58 15,27 57,39 46,97 4,00 2,46 1,00 2,36 0,03 0,12 0,19 0,32 0,63 0,04
16:01:28,943 2,74 16,91 11,35 4,23 5,70 4,73 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,47 7,40 0,60 20,08 16,94 9,08 5,97 0,93 1,02 0,23 0,46 18,53 4,54 5,08 10,36 2,90 0,00 0,00 0,49 0,58 0,00 38,55 44,27 200,08 52,33 7,49 3,45 1,33 3,10 0,04 0,13 0,21 0,34 0,67 0,04
16:01:31,262 2,74 16,94 11,36 4,24 5,71 4,73 2,78 0,00 0,00 0,00 0,03 0,03 0,04 2,53 7,44 0,62 20,27 17,02 9,21 6,04 0,94 1,03 0,24 0,46 19,06 4,59 5,39 10,54 2,92 0,00 0,00 0,49 0,58 0,00 25,21 8,02 26,98 44,01 2,74 3,23 1,26 2,94 0,01 0,03 0,04 0,11 0,25 0,01
