14:03:32,368 4,57 34,58 19,90 8,06 10,76 7,87 4,66 0,00 0,00 0,00 0,08 0,07 0,08 58,72 14,44 65,79 76,92 35,26 78,31 12,80 1,42 3,33 0,47 0,70 54,01 7,07 48,83 20,05 4,40 0,02 0,05 0,70 0,80 0,01 2,95 0,00 0,00 18,34 0,02 2,98 1,18 2,76 0,09 0,29 0,58 0,72 1,29 0,11
14:03:34,692 3,10 20,07 12,98 4,94 6,63 5,34 3,13 0,00 0,00 0,00 0,04 0,04 0,04 5,13 8,64 1,77 27,36 20,05 14,92 5,50 0,89 0,90 0,22 0,44 17,94 4,48 4,74 10,15 2,85 0,00 0,01 0,53 0,63 0,00 4,91 0,01 0,01 22,59 0,06 2,04 0,85 2,03 0,07 0,25 0,48 0,62 1,14 0,09
14:03:37,020 2,89 18,20 12,02 4,52 6,08 4,98 2,92 0,00 0,00 0,00 0,03 0,04 0,04 3,25 7,84 0,90 22,54 18,04 10,92 4,69 0,81 0,70 0,19 0,41 14,62 4,11 3,08 8,95 2,63 0,00 0,01 0,50 0,60 0,00 4,65 0,01 0,01 22,08 0,05 1,93 0,81 1,94 0,07 0,25 0,48 0,62 1,14 0,09
14:03:39,335 2,83 17,70 11,76 4,41 5,93 4,88 2,86 0,00 0,00 0,00 0,03 0,04 0,04 3,03 7,73 0,81 21,87 17,74 10,41 4,57 0,80 0,67 0,18 0,40 14,05 4,05 2,83 8,73 2,59 0,00 0,00 0,50 0,59 0,00 5,58 0,02 0,02 23,80 0,08 1,99 0,83 1,99 0,08 0,26 0,51 0,66 1,19 0,10
14:03:41,649 2,82 17,64 11,73 4,40 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,90 7,66 0,76 21,48 17,57 10,11 4,51 0,80 0,66 0,18 0,40 14,11 4,05 2,85 8,75 2,59 0,00 0,00 0,50 0,59 0,00 6,20 0,03 0,04 24,83 0,10 1,81 0,77 1,85 0,26 0,79 2,03 1,78 2,84 0,32
14:03:43,963 2,82 17,62 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,40 17,53 10,05 4,50 0,79 0,66 0,18 0,40 14,21 4,06 2,90 8,79 2,60 0,00 0,00 0,50 0,59 0,00 7,94 0,08 0,12 27,48 0,18 2,43 0,99 2,34 0,27 0,82 2,14 1,84 2,93 0,33
14:03:46,258 2,82 17,66 11,74 4,40 5,92 4,87 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,39 17,53 10,04 4,48 0,79 0,65 0,18 0,39 14,05 4,05 2,83 8,73 2,59 0,00 0,00 0,50 0,59 0,00 9,56 0,16 0,28 29,63 0,28 2,22 0,91 2,17 0,09 0,28 0,56 0,70 1,26 0,10
14:03:48,596 2,82 17,63 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,38 17,53 10,04 4,48 0,79 0,65 0,18 0,39 14,11 4,05 2,86 8,76 2,59 0,00 0,00 0,50 0,59 0,00 6,58 0,04 0,05 25,45 0,11 1,81 0,77 1,84 0,10 0,33 0,69 0,81 1,44 0,13
14:03:50,891 2,82 17,66 11,74 4,40 5,92 4,87 2,86 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,38 17,53 10,04 4,48 0,79 0,65 0,18 0,39 13,95 4,03 2,79 8,69 2,58 0,00 0,00 0,50 0,59 0,00 6,05 0,03 0,03 24,59 0,09 2,13 0,88 2,11 0,19 0,59 1,43 1,38 2,27 0,24
14:03:53,192 2,82 17,63 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,87 7,64 0,75 21,38 17,53 10,04 4,48 0,79 0,65 0,18 0,39 14,18 4,06 2,88 8,78 2,60 0,00 0,00 0,50 0,59 0,00 8,19 0,09 0,13 27,82 0,19 2,71 1,08 2,56 0,25 0,76 1,95 1,73 2,77 0,31
14:03:55,508 2,82 17,62 11,72 4,39 5,91 4,87 2,85 0,00 0,00 0,00 0,03 0,04 0,04 2,84 7,62 0,73 21,29 17,49 9,97 4,48 0,79 0,65 0,18 0,39 14,05 4,05 2,83 8,73 2,59 0,00 0,00 0,50 0,59 0,00 8,05 0,08 0,12 27,63 0,18 2,21 0,91 2,17 0,10 0,32 0,68 0,80 1,42 0,12
